_debug,_prepare,_run,_timeout,_trialId,acc,accuracy,auto_log,average_response_time,avg_rt,background,bidi,cal_beep,cal_target_size,canvas_backend,cols,column_order,compensation,cond,coordinates,correct,correct_feedback,correct_keyboard_wait,correct_response,count_CHANGELOG,count_Instructions,count_block_loop,count_collect_response,count_correct_feedback,count_dual_instruction_EN,count_dual_instruction_NL,count_dual_response_feedback,count_end_of_experiment_EN,count_end_of_experiment_NL,count_end_of_practice_EN,count_end_of_practice_NL,count_experiment,count_eyelink_calibrate,count_eyelink_drift_correct,count_eyelink_log,count_eyelink_start_recording,count_eyelink_stop_recording,count_feedback,count_feedback_count_response,count_form_base,count_get_count_response,count_incorrect_feedback,count_init,count_init_trial,count_keyboard_wait,count_practice_loop,count_response,count_response_question,count_single_feedback,count_single_instruction_EN,count_single_instruction_NL,count_sketchpad,count_suppress_warnings,count_timeout_feedback,count_trial_sequence,custom_cursor,cycles,description,digitCount,duration,expyriment_opengl,eye_used,file,flush,flush_keyboard,font_bold,font_family,font_italic,font_size,force_drift_correct,foreground,form_question,form_text,form_title,form_var,height,img,imgNr,item,keyboard_backend,lang,log_msg,mode,mouse_backend,nGap,nSacc,n_blink,note,offset,ok_text,only_render,order,outlier,practice,press_key,render_only,repeat,repeat_cycle,reset_variables,resp,response,response_correct_feedback,response_feedback_count_response,response_incorrect_feedback,response_keyboard_wait,response_time,response_time_correct_feedback,response_time_feedback_count_response,response_time_incorrect_feedback,response_time_keyboard_wait,response_time_timeout_feedback,response_timeout_feedback,rows,rt,sacc_acc_thresh,sacc_vel_thresh,sampler_backend,scene,sceneNr,search_rt,skip,sound_freq,sound_sample_size,srcFolder,start,start_response_interval,subject_nr,subject_parity,synth_backend,targetDigit,throttle,time_CHANGELOG,time_Instructions,time_block_loop,time_collect_response,time_correct_feedback,time_dual_instruction_EN,time_dual_instruction_NL,time_dual_response_feedback,time_end_of_experiment_EN,time_end_of_experiment_NL,time_end_of_practice_EN,time_end_of_practice_NL,time_experiment,time_eyelink_calibrate,time_eyelink_drift_correct,time_eyelink_log,time_eyelink_start_recording,time_eyelink_stop_recording,time_feedback_count_response,time_form_base,time_get_count_response,time_incorrect_feedback,time_init,time_init_trial,time_keyboard_wait,time_practice_loop,time_single_feedback,time_single_instruction_EN,time_single_instruction_NL,time_sketchpad,time_suppress_warnings,time_timeout_feedback,time_trial_sequence,timeout,timeout_feedback,title,tracker_attached,transparent_variables,trialCount,trialId,trialType,voiceInterval,width,xTarget,xpos,yTarget,ypos
no,NA,NA,20000,43,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,0,m,0,0,0,43,0,43,43,43,0,0,0,0,0,0,43,43,43,43,You,41,0,43,0,0,43,45,0,0,How,43,43,43,43,0,NA,43,no,NA,Message,0,NA,yes,undefined,PP10.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,108,NA,legacy,english,NA,NA,xpyriment,0,9,2,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,space,space,space,space,space,843,2201,843,10851,1485,NA,NA,NA,4909,NA,NA,legacy,108.0,108,1381,NA,44100,-16,resources/stimuli,experiment,None,11,odd,legacy,5,2,NA,7604074,NA,NA,7919956,8745964,NA,NA,NA,NA,7923024,NA,NA,6936708,8747804,8756798,8751773,8745219,8755954,6934769,8753277,7855413,NA,NA,8746318,NA,NA,7911661,NA,8751897,NA,NA,NA,NA,Too,P0010.4,NA,no,200,43,control,1500,1280,846,NA,143,NA
no,NA,NA,20000,44,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,0,z,0,0,0,44,0,44,44,44,0,0,0,0,0,0,44,44,44,44,You,42,0,44,0,0,44,46,0,3,How,44,44,44,44,0,NA,44,no,NA,Message,2,NA,yes,undefined,PP10.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,198,NA,legacy,english,NA,NA,xpyriment,0,69,3,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,space,space,space,space,space,654,2201,654,10851,2426,NA,NA,NA,25864,NA,NA,legacy,198.0,198,20001,NA,44100,-16,resources/stimuli,experiment,None,11,odd,legacy,3,2,NA,7604074,NA,NA,7919956,8757882,NA,NA,NA,NA,7923024,NA,NA,6936708,8760552,8788273,8762293,8757147,8787619,6934769,8782420,7855413,NA,NA,8758125,NA,NA,7911661,NA,8762420,NA,NA,NA,NA,Too,P0010.4,NA,no,200,44,control,1500,1280,1159,NA,91,NA
no,NA,NA,20000,45,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,0,m,0,0,0,45,0,45,45,45,0,0,0,0,0,0,45,45,45,45,You,43,0,45,0,0,45,47,0,1,How,45,45,45,45,0,NA,45,no,NA,Message,1,NA,yes,undefined,PP10.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,62,NA,legacy,english,NA,NA,xpyriment,0,70,4,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,return,space,return,space,space,778,2201,778,10851,2507,NA,NA,NA,23715,NA,NA,legacy,62.0,62,20001,NA,44100,-16,resources/stimuli,experiment,None,11,odd,legacy,5,2,NA,7604074,NA,NA,7919956,8789366,NA,NA,NA,NA,7923024,NA,NA,6936708,8792145,8818536,8794707,8788622,8817758,6934769,8814831,7855413,NA,NA,8789637,NA,NA,7911661,NA,8794831,NA,NA,NA,NA,Too,P0010.4,NA,no,200,45,control,1500,1280,240,NA,302,NA
no,NA,NA,20000,46,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,0,z,0,0,0,46,0,46,46,46,0,0,0,0,0,0,46,46,46,46,You,44,0,46,0,0,46,48,0,4,How,46,46,46,46,0,NA,46,no,NA,Message,5,NA,yes,undefined,PP10.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,122,NA,legacy,english,NA,NA,xpyriment,0,70,4,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,space,space,space,space,space,1233,2201,1233,10851,2092,NA,NA,NA,23835,NA,NA,legacy,122.0,122,20000,NA,44100,-16,resources/stimuli,experiment,None,11,odd,legacy,1,2,NA,7604074,NA,NA,7919956,8819620,NA,NA,NA,NA,7923024,NA,NA,6936708,8821939,8847080,8823132,8818885,8845847,6934769,8843254,7855413,NA,NA,8819846,NA,NA,7911661,NA,8823254,NA,NA,NA,NA,Too,P0010.4,NA,no,200,46,control,1500,1280,252,NA,781,NA
no,NA,NA,20000,47,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,0,m,0,0,0,47,0,47,47,47,0,0,0,0,0,0,47,47,47,47,You,45,0,47,0,0,47,49,0,0,How,47,47,47,47,0,NA,47,no,NA,Message,0,NA,yes,undefined,PP10.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,125,NA,legacy,english,NA,NA,xpyriment,0,8,2,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,space,space,space,space,space,959,2201,959,10851,783,NA,NA,NA,5628,NA,NA,legacy,125.0,125,1806,NA,44100,-16,resources/stimuli,experiment,None,11,odd,legacy,2,2,NA,7604074,NA,NA,7919956,8848234,NA,NA,NA,NA,7923024,NA,NA,6936708,8849271,8863289,8857542,8847429,8862330,6934769,8859477,7855413,NA,NA,8848487,NA,NA,7911661,NA,8857670,NA,NA,NA,NA,Too,P0010.4,NA,no,200,47,control,1500,1280,1151,NA,540,NA
no,NA,NA,20000,48,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,0,m,0,0,0,48,0,48,48,48,0,0,0,0,0,0,48,48,48,48,You,46,0,48,0,0,48,50,0,0,How,48,48,48,48,0,NA,48,no,NA,Message,0,NA,yes,undefined,PP10.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,188,NA,legacy,english,NA,NA,xpyriment,0,8,2,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,space,space,space,space,space,982,2201,982,10851,2599,NA,NA,NA,4760,NA,NA,legacy,188.0,188,1350,NA,44100,-16,resources/stimuli,experiment,None,11,odd,legacy,2,2,NA,7604074,NA,NA,7919956,8864379,NA,NA,NA,NA,7923024,NA,NA,6936708,8867199,8874249,8869370,8863638,8873267,6934769,8870847,7855413,NA,NA,8864600,NA,NA,7911661,NA,8869497,NA,NA,NA,NA,Too,P0010.4,NA,no,200,48,control,1500,1280,542,NA,564,NA
no,NA,NA,20000,49,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,0,m,0,0,0,49,0,49,49,49,0,0,0,0,0,0,49,49,49,49,You,47,0,49,0,0,49,51,0,2,How,49,49,49,49,0,NA,49,no,NA,Message,2,NA,yes,undefined,PP10.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,82,NA,legacy,english,NA,NA,xpyriment,0,42,3,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,space,space,space,space,space,1058,2201,1058,10851,1820,NA,NA,NA,16212,NA,NA,legacy,82.0,82,12566,NA,44100,-16,resources/stimuli,experiment,None,11,odd,legacy,2,2,NA,7604074,NA,NA,7919956,8875659,NA,NA,NA,NA,7923024,NA,NA,6936708,8877710,8895833,8879510,8874598,8894775,6934769,8892195,7855413,NA,NA,8875889,NA,NA,7911661,NA,8879631,NA,NA,NA,NA,Too,P0010.4,NA,no,200,49,control,1500,1280,1251,NA,511,NA
no,NA,NA,20000,50,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,0,m,0,0,0,50,0,50,50,50,0,0,0,0,0,0,50,50,50,50,You,48,0,50,0,0,50,52,0,0,How,50,50,50,50,0,NA,50,no,NA,Message,0,NA,yes,undefined,PP10.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,127,NA,legacy,english,NA,NA,xpyriment,0,25,2,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,space,space,space,space,space,1019,2201,1019,10851,742,NA,NA,NA,8499,NA,NA,legacy,127.0,127,4657,NA,44100,-16,resources/stimuli,experiment,None,11,odd,legacy,3,2,NA,7604074,NA,NA,7919956,8896925,NA,NA,NA,NA,7923024,NA,NA,6936708,8897906,8907975,8899354,8896182,8906956,6934769,8904143,7855413,NA,NA,8897163,NA,NA,7911661,NA,8899485,NA,NA,NA,NA,Too,P0010.4,NA,no,200,50,control,1500,1280,599,NA,82,NA
no,NA,NA,20000,51,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,0,m,0,0,0,51,0,51,51,51,0,0,0,0,0,0,51,51,51,51,You,49,0,51,0,0,51,53,0,0,How,51,51,51,51,0,NA,51,no,NA,Message,0,NA,yes,undefined,PP10.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,145,NA,legacy,english,NA,NA,xpyriment,0,14,2,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,space,space,space,space,space,814,2201,814,10851,680,NA,NA,NA,5882,NA,NA,legacy,145.0,145,2745,NA,44100,-16,resources/stimuli,experiment,None,11,odd,legacy,1,2,NA,7604074,NA,NA,7919956,8909063,NA,NA,NA,NA,7923024,NA,NA,6936708,8909970,8920371,8914370,8908324,8919557,6934769,8917242,7855413,NA,NA,8909289,NA,NA,7911661,NA,8914498,NA,NA,NA,NA,Too,P0010.4,NA,no,200,51,control,1500,1280,172,NA,58,NA
no,NA,NA,20000,52,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,0,m,0,0,0,52,0,52,52,52,0,0,0,0,0,0,52,52,52,52,You,50,0,52,0,0,52,54,0,2,How,52,52,52,52,0,NA,52,no,NA,Message,2,NA,yes,undefined,PP10.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,146,NA,legacy,english,NA,NA,xpyriment,0,71,5,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,return,space,return,space,space,564,2201,564,10851,1866,NA,NA,NA,22796,NA,NA,legacy,146.0,146,19999,NA,44100,-16,resources/stimuli,experiment,None,11,odd,legacy,2,2,NA,7604074,NA,NA,7919956,8921466,NA,NA,NA,NA,7923024,NA,NA,6936708,8923578,8948310,8925398,8920720,8947745,6934769,8945523,7855413,NA,NA,8921711,NA,NA,7911661,NA,8925523,NA,NA,NA,NA,Too,P0010.4,NA,no,200,52,control,1500,1280,916,NA,26,NA
no,NA,NA,20000,53,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,0,z,0,0,0,53,0,53,53,53,0,0,0,0,0,0,53,53,53,53,You,51,0,53,0,0,53,55,0,0,How,53,53,53,53,0,NA,53,no,NA,Message,0,NA,yes,undefined,PP10.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,120,NA,legacy,english,NA,NA,xpyriment,0,17,1,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,space,space,space,space,space,580,2201,580,10851,677,NA,NA,NA,6585,NA,NA,legacy,120.0,120,3720,NA,44100,-16,resources/stimuli,experiment,None,11,odd,legacy,4,2,NA,7604074,NA,NA,7919956,8949397,NA,NA,NA,NA,7923024,NA,NA,6936708,8950343,8959064,8952357,8948659,8958483,6934769,8956208,7855413,NA,NA,8949666,NA,NA,7911661,NA,8952488,NA,NA,NA,NA,Too,P0010.4,NA,no,200,53,control,1500,1280,368,NA,366,NA
no,NA,NA,20000,54,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,0,z,0,0,0,54,0,54,54,54,0,0,0,0,0,0,54,54,54,54,You,52,0,54,0,0,54,56,0,1,How,54,54,54,54,0,NA,54,no,NA,Message,1,NA,yes,undefined,PP10.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,191,NA,legacy,english,NA,NA,xpyriment,0,25,3,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,return,space,return,space,space,720,2201,720,10851,2062,NA,NA,NA,10434,NA,NA,legacy,191.0,191,7236,NA,44100,-16,resources/stimuli,experiment,None,11,odd,legacy,1,2,NA,7604074,NA,NA,7919956,8960148,NA,NA,NA,NA,7923024,NA,NA,6936708,8962466,8974686,8964129,8959413,8973966,6934769,8971497,7855413,NA,NA,8960403,NA,NA,7911661,NA,8964262,NA,NA,NA,NA,Too,P0010.4,NA,no,200,54,control,1500,1280,1244,NA,134,NA
no,NA,NA,20000,55,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,0,m,0,0,0,55,0,55,55,55,0,0,0,0,0,0,55,55,55,55,You,53,0,55,0,0,55,57,0,1,How,55,55,55,55,0,NA,55,no,NA,Message,1,NA,yes,undefined,PP10.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,85,NA,legacy,english,NA,NA,xpyriment,0,21,1,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,return,space,return,space,space,473,2201,473,10851,1350,NA,NA,NA,6894,NA,NA,legacy,85.0,85,3561,NA,44100,-16,resources/stimuli,experiment,None,11,odd,legacy,4,2,NA,7604074,NA,NA,7919956,8975773,NA,NA,NA,NA,7923024,NA,NA,6936708,8977384,8986026,8979008,8975035,8985553,6934769,8982702,7855413,NA,NA,8976034,NA,NA,7911661,NA,8979141,NA,NA,NA,NA,Too,P0010.4,NA,no,200,55,control,1500,1280,1015,NA,549,NA
no,NA,NA,20000,56,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,0,m,0,0,0,56,0,56,56,56,0,0,0,0,0,0,56,56,56,56,You,54,0,56,0,0,56,58,0,1,How,56,56,56,56,0,NA,56,no,NA,Message,1,NA,yes,undefined,PP10.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,26,NA,legacy,english,NA,NA,xpyriment,0,44,3,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,space,space,space,space,space,665,2201,665,10851,2969,NA,NA,NA,13984,NA,NA,legacy,26.0,26,10416,NA,44100,-16,resources/stimuli,experiment,None,11,odd,legacy,2,2,NA,7604074,NA,NA,7919956,8987119,NA,NA,NA,NA,7923024,NA,NA,6936708,8990426,9006008,8991912,8986375,9005342,6934769,9002448,7855413,NA,NA,8987456,NA,NA,7911661,NA,8992033,NA,NA,NA,NA,Too,P0010.4,NA,no,200,56,control,1500,1280,599,NA,40,NA
no,NA,NA,20000,57,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,0,z,0,0,0,57,0,57,57,57,0,0,0,0,0,0,57,57,57,57,You,55,0,57,0,0,57,59,0,1,How,57,57,57,57,0,NA,57,no,NA,Message,1,NA,yes,undefined,PP10.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,181,NA,legacy,english,NA,NA,xpyriment,0,23,2,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,space,space,space,space,space,829,2201,829,10851,1182,NA,NA,NA,8653,NA,NA,legacy,181.0,181,5867,NA,44100,-16,resources/stimuli,experiment,None,11,odd,legacy,5,2,NA,7604074,NA,NA,7919956,9007098,NA,NA,NA,NA,7923024,NA,NA,6936708,9008510,9018912,9010135,9006357,9018083,6934769,9016135,7855413,NA,NA,9007328,NA,NA,7911661,NA,9010268,NA,NA,NA,NA,Too,P0010.4,NA,no,200,57,control,1500,1280,1143,NA,206,NA
no,NA,NA,20000,58,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,0,z,0,0,0,58,0,58,58,58,0,0,0,0,0,0,58,58,58,58,You,56,0,58,0,0,58,60,0,2,How,58,58,58,58,0,NA,58,no,NA,Message,2,NA,yes,undefined,PP10.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,83,NA,legacy,english,NA,NA,xpyriment,0,52,4,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,space,space,space,space,space,709,2201,709,10851,1429,NA,NA,NA,18001,NA,NA,legacy,83.0,83,15332,NA,44100,-16,resources/stimuli,experiment,None,11,odd,legacy,2,2,NA,7604074,NA,NA,7919956,9019999,NA,NA,NA,NA,7923024,NA,NA,6936708,9021650,9041436,9023313,9019261,9040727,6934769,9038775,7855413,NA,NA,9020220,NA,NA,7911661,NA,9023443,NA,NA,NA,NA,Too,P0010.4,NA,no,200,58,control,1500,1280,843,NA,100,NA
no,NA,NA,20000,59,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,0,z,0,0,0,59,0,59,59,59,0,0,0,0,0,0,59,59,59,59,You,57,0,59,0,0,59,61,0,0,How,59,59,59,59,0,NA,59,no,NA,Message,0,NA,yes,undefined,PP10.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,111,NA,legacy,english,NA,NA,xpyriment,0,26,1,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,space,space,space,space,space,551,2201,551,10851,780,NA,NA,NA,9188,NA,NA,legacy,111.0,111,6285,NA,44100,-16,resources/stimuli,experiment,None,11,odd,legacy,2,2,NA,7604074,NA,NA,7919956,9042553,NA,NA,NA,NA,7923024,NA,NA,6936708,9043665,9055005,9045700,9041784,9054454,6934769,9052110,7855413,NA,NA,9042884,NA,NA,7911661,NA,9045826,NA,NA,NA,NA,Too,P0010.4,NA,no,200,59,control,1500,1280,501,NA,242,NA
no,NA,NA,20000,60,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,0,m,0,0,0,60,0,60,60,60,0,0,0,0,0,0,60,60,60,60,You,58,0,60,0,0,60,62,0,1,How,60,60,60,60,0,NA,60,no,NA,Message,1,NA,yes,undefined,PP10.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,20,NA,legacy,english,NA,NA,xpyriment,0,27,3,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,space,space,space,space,space,655,2201,655,10851,1244,NA,NA,NA,8743,NA,NA,legacy,20.0,20,5878,NA,44100,-16,resources/stimuli,experiment,None,11,odd,legacy,1,2,NA,7604074,NA,NA,7919956,9056095,NA,NA,NA,NA,7923024,NA,NA,6936708,9057586,9067969,9059111,9055354,9067313,6934769,9065112,7855413,NA,NA,9056341,NA,NA,7911661,NA,9059235,NA,NA,NA,NA,Too,P0010.4,NA,no,200,60,control,1500,1280,836,NA,186,NA
no,NA,NA,20000,61,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,0,z,0,0,0,61,0,61,61,61,0,0,0,0,0,0,61,61,61,61,You,59,0,61,0,0,61,63,0,1,How,61,61,61,61,0,NA,61,no,NA,Message,1,NA,yes,undefined,PP10.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,60,NA,legacy,english,NA,NA,xpyriment,0,12,2,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,space,space,space,space,space,1988,2201,1988,10851,1292,NA,NA,NA,6201,NA,NA,legacy,60.0,60,2241,NA,44100,-16,resources/stimuli,experiment,None,11,odd,legacy,4,2,NA,7604074,NA,NA,7919956,9069090,NA,NA,NA,NA,7923024,NA,NA,6936708,9070628,9078803,9072486,9068318,9076814,6934769,9074851,7855413,NA,NA,9069335,NA,NA,7911661,NA,9072610,NA,NA,NA,NA,Too,P0010.4,NA,no,200,61,control,1500,1280,444,NA,415,NA
no,NA,NA,20000,62,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,0,z,0,0,0,62,0,62,62,62,0,0,0,0,0,0,62,62,62,62,You,60,0,62,0,0,62,64,0,2,How,62,62,62,62,0,NA,62,no,NA,Message,2,NA,yes,undefined,PP10.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,170,NA,legacy,english,NA,NA,xpyriment,0,62,4,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,space,space,space,space,space,738,2201,738,10851,1173,NA,NA,NA,20636,NA,NA,legacy,170.0,170,17557,NA,44100,-16,resources/stimuli,experiment,None,11,odd,legacy,3,2,NA,7604074,NA,NA,7919956,9079896,NA,NA,NA,NA,7923024,NA,NA,6936708,9081345,9103670,9082909,9079152,9102932,6934769,9100600,7855413,NA,NA,9080171,NA,NA,7911661,NA,9083043,NA,NA,NA,NA,Too,P0010.4,NA,no,200,62,control,1500,1280,552,NA,139,NA
no,NA,NA,20000,63,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,0,z,0,0,0,63,0,63,63,63,0,0,0,0,0,0,63,63,63,63,You,61,0,63,0,0,63,65,0,1,How,63,63,63,63,0,NA,63,no,NA,Message,1,NA,yes,undefined,PP10.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,24,NA,legacy,english,NA,NA,xpyriment,0,17,2,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,space,space,space,space,space,811,2201,811,10851,18547,NA,NA,NA,6045,NA,NA,legacy,24.0,24,3336,NA,44100,-16,resources/stimuli,experiment,None,11,odd,legacy,1,2,NA,7604074,NA,NA,7919956,9104760,NA,NA,NA,NA,7923024,NA,NA,6936708,9123533,9131531,9125371,9104019,9130719,6934769,9128831,7855413,NA,NA,9104985,NA,NA,7911661,NA,9125495,NA,NA,NA,NA,Too,P0010.4,NA,no,200,63,control,1500,1280,569,NA,440,NA
no,NA,NA,20000,64,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,0,m,0,0,0,64,0,64,64,64,0,0,0,0,0,0,64,64,64,64,You,62,0,64,0,0,64,66,0,0,How,64,64,64,64,0,NA,64,no,NA,Message,0,NA,yes,undefined,PP10.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,2,NA,legacy,english,NA,NA,xpyriment,0,8,1,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,space,space,space,space,space,584,2201,584,10851,2138,NA,NA,NA,3916,NA,NA,legacy,2.0,2,1209,NA,44100,-16,resources/stimuli,experiment,None,11,odd,legacy,3,2,NA,7604074,NA,NA,7919956,9132622,NA,NA,NA,NA,7923024,NA,NA,6936708,9135012,9143712,9139685,9131880,9143128,6934769,9141014,7855413,NA,NA,9132873,NA,NA,7911661,NA,9139805,NA,NA,NA,NA,Too,P0010.4,NA,no,200,64,control,1500,1280,454,NA,514,NA
no,NA,NA,20000,65,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,0,z,0,0,0,65,0,65,65,65,0,0,0,0,0,0,65,65,65,65,You,63,0,65,0,0,65,67,0,0,How,65,65,65,65,0,NA,65,no,NA,Message,0,NA,yes,undefined,PP10.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,179,NA,legacy,english,NA,NA,xpyriment,0,14,1,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,space,space,space,space,space,901,2201,901,10851,3711,NA,NA,NA,5536,NA,NA,legacy,179.0,179,2555,NA,44100,-16,resources/stimuli,experiment,None,11,odd,legacy,5,2,NA,7604074,NA,NA,7919956,9144805,NA,NA,NA,NA,7923024,NA,NA,6936708,9148786,9156206,9150556,9144061,9155304,6934769,9153233,7855413,NA,NA,9145064,NA,NA,7911661,NA,9150679,NA,NA,NA,NA,Too,P0010.4,NA,no,200,65,control,1500,1280,843,NA,390,NA
no,NA,NA,20000,66,undefined,undefined,yes,undefined,undefined,#222222,no,NA,NA,xpyriment,NA,NA,0,dual,relative,INCORRECT,You,0,m,0,0,0,66,0,66,66,66,0,0,0,0,0,0,66,66,66,66,You,64,0,66,0,0,66,68,0,0,How,66,66,66,66,0,NA,66,no,NA,Message,0,NA,yes,undefined,PP10.asc,NA,NA,no,sans,no,24,NA,white,NA,NA,NA,NA,1024,C:/Documents,37,NA,legacy,english,NA,NA,xpyriment,0,19,1,NA,NA,NA,NA,NA,0,no,Press,NA,NA,0,NA,response,space,space,space,space,space,229,2201,229,10851,2687,NA,NA,NA,7953,NA,NA,legacy,37.0,37,5322,NA,44100,-16,resources/stimuli,experiment,None,11,odd,legacy,4,2,NA,7604074,NA,NA,7919956,9157297,NA,NA,NA,NA,7923024,NA,NA,6936708,9160409,9170109,9162033,9156555,9169879,6934769,9167487,7855413,NA,NA,9157722,NA,NA,7911661,NA,9162164,NA,NA,NA,NA,Too,P0010.4,NA,no,200,66,control,1500,1280,334,NA,90,NA
